Game Id,points,result,attendance,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,assists,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,foulouts,points,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,team_tech_fouls,coach_tech_fouls,points_in_paint,team_offensive_rebounds,team_defensive_rebounds,total_rebounds,personal_rebounds,player_turnovers,pls_min,effective_fg_pct,bench_points,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,biggest_lead,fouls_drawn,offensive_fouls,efficiency,efficiency_game_score,defensive_rating,offensive_rating,coach_ejections,points_against,possessions,opponent_possessions,time_leading,defensive_points_per_possession,offensive_points_per_possession,team_fouls,total_fouls,second_chance_att,second_chance_made,second_chance_pct,fast_break_att,fast_break_made,fast_break_pct
57fd950d-6e5c-437a-a086-b520f97870a2,79,loss,13276,4:00:00,31,87,35.6,9,41,22.0,22,46,47.8,3,8,13,61.5,9,27,19,13,2,1.36,24,0,0,79,10,3,0,15,8,0,0,1,0,34,4,4,44,36,14,-13,40.8,18,36,17,47.2,92.72,42.6,0,14,2,61,47.0,92.110532639167,80.8432255423659,0,92,97.72,99.88,00:00,0.94,0.81,1,25,9,1,11.1,10,4,40.0
48f402df-7f7a-478d-89ee-ad1f0db2e7d7,122,win,13653,4:00:00,46,99,46.5,13,34,38.2,33,65,50.8,3,17,21,81.0,14,37,26,6,4,4.33,16,0,0,122,0,17,3,11,6,0,2,0,0,60,5,1,57,51,6,11,53.0,21,55,30,54.5,108.24,56.4,20,16,1,141,105.0,109.727164887307,118.171251452925,0,111,103.24,101.16,39:57,1.08,1.18,0,16,11,6,54.5,2,0,0.0
e5612767-763a-4b2a-b9a7-78591e127f2d,110,win,20017,4:00:00,38,76,50.0,12,27,44.4,26,49,53.1,4,22,24,91.7,6,40,22,7,9,1.1,23,0,1,110,20,7,1,20,6,0,1,0,0,42,6,0,52,46,20,8,57.9,35,36,21,58.3,86.56,63.5,22,22,3,128,86.9,100.117785630153,108.310358408822,0,102,101.56,101.88,39:11,1.0,1.08,0,23,8,3,37.5,8,7,87.5
9e3f4dd3-b712-4adf-946a-f7cc679e194e,103,loss,20972,4:00:00,36,84,42.9,11,32,34.4,25,52,48.1,7,20,22,90.9,5,32,25,6,5,3.57,18,0,0,103,8,4,0,12,7,1,0,0,0,40,4,3,44,37,7,-1,49.4,24,35,20,57.1,93.68,55.0,4,21,0,115,83.7,108.559498956159,107.650501672241,0,104,95.68,95.8,3:50,1.09,1.08,0,18,7,2,28.6,4,3,75.0
26ceccd7-cb0a-4f23-9182-16e77852c2c9,104,win,19228,4:00:00,41,89,46.1,18,45,40.0,23,44,52.3,11,4,13,30.8,9,36,18,4,7,1.5,19,0,0,104,4,11,1,20,12,0,0,0,0,40,10,2,57,45,12,5,56.2,41,38,20,52.6,94.72,54.9,11,16,2,95,73.5,100.405679513185,105.348460291734,0,99,98.72,98.6,17:15,1.0,1.05,0,19,9,4,44.4,5,1,20.0
7e2b7854-b159-41ad-94d0-d4e10bf049e2,101,loss,18064,4:25:00,39,90,43.3,14,40,35.0,25,50,50.0,9,9,12,75.0,7,41,29,8,7,1.32,17,0,0,101,19,10,1,23,6,0,0,0,0,48,5,1,54,48,22,-3,51.1,32,44,24,54.5,95.28,53.0,19,14,1,105,74.0,93.5588341129903,90.7620416966211,0,104,111.28,111.16,41:45,0.93,0.91,0,17,7,3,42.9,13,8,61.5
3dbbe8a9-4d14-4fce-ac55-7757fd262e86,110,win,19800,4:00:00,43,86,50.0,9,30,30.0,34,56,60.7,5,15,22,68.2,9,31,18,11,2,2.57,18,0,0,110,13,16,1,22,7,1,0,0,0,38,6,1,47,40,7,1,55.2,27,30,19,63.3,95.68,57.5,12,24,2,125,90.6,110.056542810985,116.180819602873,0,109,94.68,99.04,30:33,1.15,1.16,0,18,10,6,60.0,7,5,71.4
f3696d37-afdb-4141-8b8f-ccc5c0d94247,114,win,19600,4:00:00,43,91,47.3,9,35,25.7,34,56,60.7,6,19,19,100.0,16,44,23,6,3,1.35,20,0,0,114,9,22,1,11,6,0,0,0,0,54,5,1,66,60,17,15,52.2,40,39,27,69.2,99.36,57.4,26,17,3,132,91.1,99.3178170144462,112.470402525651,0,99,101.36,99.68,43:35,0.98,1.12,0,20,11,6,54.5,6,4,66.7
0897ca0c-4c87-4aa0-a4a4-4f0074ef2db9,106,win,18315,4:00:00,43,83,51.8,11,36,30.6,32,47,68.1,3,9,13,69.2,5,46,28,8,3,1.47,24,0,0,106,15,8,1,18,11,0,1,0,0,50,7,4,62,51,19,31,58.4,45,34,25,73.5,88.72,59.7,35,17,3,122,81.9,75.8495145631068,102.198225993058,0,75,103.72,98.88,46:48,0.72,1.02,0,24,7,4,57.1,8,5,62.5
354cdcbb-e34d-4677-96d7-ca070e8e9a90,111,win,16510,4:00:00,41,98,41.8,19,41,46.3,22,57,38.6,5,10,16,62.5,16,47,21,8,6,1.5,19,0,0,111,11,21,0,17,10,0,1,0,0,36,7,3,73,63,14,19,51.5,37,43,18,41.9,105.04,52.8,20,14,3,121,87.0,91.0530482977039,107.725155279503,0,92,103.04,101.04,37:59,0.89,1.08,0,19,17,8,47.1,7,4,57.1
